invoice_id,unit_price,quantity,tax_5%,total,cogs,gross_margin_percentage,gross_income,rating,date,week_start,week_of_year,day_of_week,month_number,month_name,quarter,year,season,time,day_part,branch,city,customer_type,gender,payment,product_line
775-72-1988,73.28,5.0,18.32,384.72,366.4,4.761904762,18.32,8.4,2019-01-24,2019-01-21,4,4,1,January,1,2019,winter,15:05:00,noon,B,Mandalay,Normal,Male,Ewallet,Home and lifestyle
288-38-3758,84.87,3.0,12.7305,267.3405,254.61,4.761904762,12.7305,7.4,2019-01-25,2019-01-21,4,5,1,January,1,2019,winter,18:30:00,evening,C,Naypyitaw,Member,Female,Ewallet,Fashion accessories
652-43-6591,97.29,8.0,38.916,817.236,778.32,4.761904762,38.916,6.2,2019-03-09,2019-03-04,10,6,3,March,1,2019,spring,13:18:00,noon,A,Yangon,Normal,Female,Credit card,Fashion accessories
785-96-0615,35.74,8.0,14.296,300.216,285.92,4.761904762,14.296,4.9,2019-02-17,2019-02-11,7,7,2,February,1,2019,winter,15:28:00,noon,B,Mandalay,Member,Female,Ewallet,Electronic accessories
406-46-7107,96.52,6.0,28.956,608.076,579.12,4.761904762,28.956,4.5,2019-01-11,2019-01-07,2,5,1,January,1,2019,winter,11:52:00,noon,A,Yangon,Normal,Female,Cash,Home and lifestyle
250-17-5703,18.85,10.0,9.425,197.925,188.5,4.761904762,9.425,5.6,2019-02-27,2019-02-25,9,3,2,February,1,2019,winter,18:24:00,evening,A,Yangon,Member,Male,Ewallet,Food and beverages
156-95-3964,55.39,4.0,11.078,232.638,221.56,4.761904762,11.078,8.0,2019-03-25,2019-03-25,13,1,3,March,1,2019,spring,15:19:00,noon,A,Yangon,Normal,Female,Ewallet,Food and beverages
842-40-8179,77.2,10.0,38.6,810.6,772.0,4.761904762,38.6,5.6,2019-02-11,2019-02-11,7,1,2,February,1,2019,winter,10:38:00,morning,B,Mandalay,Member,Female,Credit card,Food and beverages
525-09-8450,72.13,10.0,36.065,757.365,721.3,4.761904762,36.065,4.2,2019-01-31,2019-01-28,5,4,1,January,1,2019,winter,15:12:00,noon,B,Mandalay,Normal,Male,Credit card,Electronic accessories
410-67-1709,63.88,8.0,25.552,536.592,511.04,4.761904762,25.552,9.9,2019-01-20,2019-01-14,3,7,1,January,1,2019,winter,17:48:00,evening,A,Yangon,Member,Female,Ewallet,Fashion accessories
587-73-4862,10.69,5.0,2.6725,56.1225,53.45,4.761904762,2.6725,7.6,2019-03-26,2019-03-25,13,2,3,March,1,2019,spring,11:07:00,noon,A,Yangon,Member,Female,Ewallet,Health and beauty
787-87-2010,55.5,4.0,11.1,233.1,222.0,4.761904762,11.1,6.6,2019-01-20,2019-01-14,3,7,1,January,1,2019,winter,15:48:00,noon,A,Yangon,Member,Male,Credit card,Health and beauty
593-14-4239,95.46,8.0,38.184,801.864,763.68,4.761904762,38.184,4.7,2019-03-05,2019-03-04,10,2,3,March,1,2019,spring,19:40:00,evening,B,Mandalay,Normal,Female,Ewallet,Home and lifestyle
801-88-0346,76.06,3.0,11.409,239.589,228.18,4.761904762,11.409,9.8,2019-01-05,2018-12-31,1,6,1,January,1,2019,winter,20:30:00,evening,C,Naypyitaw,Normal,Female,Credit card,Fashion accessories
388-76-2555,13.69,6.0,4.107,86.247,82.14,4.761904762,4.107,6.3,2019-02-13,2019-02-11,7,3,2,February,1,2019,winter,13:59:00,noon,B,Mandalay,Normal,Male,Cash,Sports and travel
711-31-1234,95.64,4.0,19.128,401.688,382.56,4.761904762,19.128,7.9,2019-03-16,2019-03-11,11,6,3,March,1,2019,spring,18:51:00,evening,B,Mandalay,Normal,Female,Cash,Electronic accessories
886-54-6089,11.43,6.0,3.429,72.009,68.58,4.761904762,3.429,7.7,2019-01-15,2019-01-14,3,2,1,January,1,2019,winter,17:24:00,evening,A,Yangon,Normal,Female,Cash,Home and lifestyle
707-32-7409,95.54,4.0,19.108,401.268,382.16,4.761904762,19.108,4.5,2019-02-26,2019-02-25,9,2,2,February,1,2019,winter,11:58:00,noon,B,Mandalay,Member,Female,Ewallet,Sports and travel
759-98-4285,85.87,7.0,30.0545,631.1445,601.09,4.761904762,30.0545,8.0,2019-02-27,2019-02-25,9,3,2,February,1,2019,winter,19:01:00,evening,C,Naypyitaw,Member,Female,Credit card,Health and beauty
201-63-8275,67.99,7.0,23.7965,499.7265,475.93,4.761904762,23.7965,5.7,2019-02-17,2019-02-11,7,7,2,February,1,2019,winter,16:50:00,noon,C,Naypyitaw,Member,Female,Ewallet,Sports and travel
471-06-8611,52.42,1.0,2.621,55.041,52.42,4.761904762,2.621,6.3,2019-02-06,2019-02-04,6,3,2,February,1,2019,winter,10:22:00,morning,C,Naypyitaw,Normal,Female,Credit card,Food and beverages
200-16-5952,65.65,2.0,6.565,137.865,131.3,4.761904762,6.565,6.0,2019-01-17,2019-01-14,3,4,1,January,1,2019,winter,16:46:00,noon,C,Naypyitaw,Member,Male,Cash,Food and beverages
120-54-2248,28.86,5.0,7.215,151.515,144.3,4.761904762,7.215,8.0,2019-01-22,2019-01-21,4,2,1,January,1,2019,winter,18:08:00,evening,B,Mandalay,Normal,Female,Credit card,Food and beverages
102-77-2261,65.31,7.0,22.8585,480.0285,457.17,4.761904762,22.8585,4.2,2019-03-05,2019-03-04,10,2,3,March,1,2019,spring,18:02:00,evening,C,Naypyitaw,Member,Male,Credit card,Health and beauty
875-31-8302,93.38,1.0,4.669,98.049,93.38,4.761904762,4.669,9.6,2019-01-03,2018-12-31,1,4,1,January,1,2019,winter,13:07:00,noon,B,Mandalay,Normal,Male,Cash,Sports and travel
102-06-2002,25.25,5.0,6.3125,132.5625,126.25,4.761904762,6.3125,6.1,2019-03-20,2019-03-18,12,3,3,March,1,2019,spring,17:52:00,evening,C,Naypyitaw,Member,Male,Cash,Sports and travel
457-94-0464,87.87,9.0,39.5415,830.3715,790.83,4.761904762,39.5415,5.6,2019-01-31,2019-01-28,5,4,1,January,1,2019,winter,20:32:00,evening,B,Mandalay,Member,Male,Ewallet,Electronic accessories
629-42-4133,21.8,8.0,8.72,183.12,174.4,4.761904762,8.72,8.3,2019-02-19,2019-02-18,8,2,2,February,1,2019,winter,19:24:00,evening,C,Naypyitaw,Normal,Male,Cash,Health and beauty
534-53-3526,94.76,4.0,18.952,397.992,379.04,4.761904762,18.952,7.8,2019-02-11,2019-02-11,7,1,2,February,1,2019,winter,16:06:00,noon,A,Yangon,Normal,Female,Ewallet,Sports and travel
307-04-2070,30.62,1.0,1.531,32.151,30.62,4.761904762,1.531,4.1,2019-02-05,2019-02-04,6,2,2,February,1,2019,winter,14:14:00,noon,A,Yangon,Member,Female,Credit card,Fashion accessories
468-99-7231,44.01,8.0,17.604,369.684,352.08,4.761904762,17.604,8.8,2019-03-03,2019-02-25,9,7,3,March,1,2019,spring,17:36:00,evening,C,Naypyitaw,Normal,Female,Cash,Home and lifestyle
516-77-6464,10.16,5.0,2.54,53.34,50.8,4.761904762,2.54,4.1,2019-02-24,2019-02-18,8,7,2,February,1,2019,winter,13:08:00,noon,C,Naypyitaw,Member,Female,Ewallet,Health and beauty
404-91-5964,74.58,7.0,26.103,548.163,522.06,4.761904762,26.103,9.0,2019-02-04,2019-02-04,6,1,2,February,1,2019,winter,16:09:00,noon,A,Yangon,Normal,Male,Credit card,Electronic accessories
886-77-9084,71.89,8.0,28.756,603.876,575.12,4.761904762,28.756,5.5,2019-02-19,2019-02-18,8,2,2,February,1,2019,winter,11:33:00,noon,C,Naypyitaw,Normal,Male,Ewallet,Electronic accessories
790-38-4466,10.99,5.0,2.7475,57.6975,54.95,4.761904762,2.7475,9.3,2019-01-23,2019-01-21,4,3,1,January,1,2019,winter,10:18:00,morning,C,Naypyitaw,Normal,Female,Credit card,Health and beauty
704-10-4056,60.47,3.0,9.0705,190.4805,181.41,4.761904762,9.0705,5.6,2019-01-14,2019-01-14,3,1,1,January,1,2019,winter,10:55:00,morning,C,Naypyitaw,Member,Male,Credit card,Health and beauty
497-37-6538,58.91,7.0,20.6185,432.9885,412.37,4.761904762,20.6185,9.7,2019-01-17,2019-01-14,3,4,1,January,1,2019,winter,15:15:00,noon,A,Yangon,Normal,Male,Ewallet,Sports and travel
651-96-5970,46.41,1.0,2.3205,48.7305,46.41,4.761904762,2.3205,4.0,2019-03-03,2019-02-25,9,7,3,March,1,2019,spring,20:06:00,evening,A,Yangon,Normal,Male,Credit card,Fashion accessories
400-80-4065,68.55,4.0,13.71,287.91,274.2,4.761904762,13.71,9.2,2019-02-15,2019-02-11,7,5,2,February,1,2019,winter,20:21:00,evening,C,Naypyitaw,Member,Male,Credit card,Health and beauty
744-16-7898,97.37,10.0,48.685,1022.385,973.7,4.761904762,48.685,4.9,2019-01-15,2019-01-14,3,2,1,January,1,2019,winter,13:48:00,noon,B,Mandalay,Normal,Female,Credit card,Home and lifestyle
263-12-5321,92.6,7.0,32.41,680.61,648.2,4.761904762,32.41,9.3,2019-02-27,2019-02-25,9,3,2,February,1,2019,winter,12:52:00,noon,A,Yangon,Member,Male,Credit card,Electronic accessories
702-72-0487,46.61,2.0,4.661,97.881,93.22,4.761904762,4.661,6.6,2019-02-26,2019-02-25,9,2,2,February,1,2019,winter,12:28:00,noon,A,Yangon,Normal,Female,Credit card,Electronic accessories
605-83-1050,27.18,2.0,2.718,57.078,54.36,4.761904762,2.718,4.3,2019-03-15,2019-03-11,11,5,3,March,1,2019,spring,16:26:00,noon,B,Mandalay,Normal,Male,Ewallet,Fashion accessories
443-60-9639,60.87,1.0,3.0435,63.9135,60.87,4.761904762,3.0435,5.5,2019-01-24,2019-01-21,4,4,1,January,1,2019,winter,13:24:00,noon,C,Naypyitaw,Member,Female,Cash,Home and lifestyle
864-24-7918,24.49,10.0,12.245,257.145,244.9,4.761904762,12.245,8.1,2019-02-22,2019-02-18,8,5,2,February,1,2019,winter,15:15:00,noon,A,Yangon,Member,Female,Cash,Sports and travel
359-94-5395,92.78,1.0,4.639,97.419,92.78,4.761904762,4.639,9.8,2019-03-15,2019-03-11,11,5,3,March,1,2019,spring,10:50:00,morning,B,Mandalay,Normal,Male,Credit card,Health and beauty
401-09-4232,86.69,5.0,21.6725,455.1225,433.45,4.761904762,21.6725,9.4,2019-02-11,2019-02-11,7,1,2,February,1,2019,winter,18:38:00,evening,C,Naypyitaw,Member,Male,Ewallet,Home and lifestyle
751-15-6198,23.01,6.0,6.903,144.963,138.06,4.761904762,6.903,7.9,2019-01-12,2019-01-07,2,6,1,January,1,2019,winter,16:45:00,noon,B,Mandalay,Normal,Male,Ewallet,Sports and travel
324-41-6833,30.2,8.0,12.08,253.68,241.6,4.761904762,12.08,5.1,2019-03-03,2019-02-25,9,7,3,March,1,2019,spring,19:30:00,evening,C,Naypyitaw,Member,Female,Ewallet,Electronic accessories
474-33-8305,67.39,7.0,23.5865,495.3165,471.73,4.761904762,23.5865,6.9,2019-03-23,2019-03-18,12,6,3,March,1,2019,spring,13:23:00,noon,C,Naypyitaw,Member,Male,Ewallet,Fashion accessories
759-29-9521,48.96,9.0,22.032,462.672,440.64,4.761904762,22.032,8.0,2019-03-04,2019-03-04,10,1,3,March,1,2019,spring,11:27:00,noon,A,Yangon,Member,Female,Cash,Fashion accessories
831-81-6575,75.59,9.0,34.0155,714.3255,680.31,4.761904762,34.0155,8.0,2019-02-23,2019-02-18,8,6,2,February,1,2019,winter,11:12:00,noon,B,Mandalay,Member,Female,Cash,Electronic accessories
220-68-6701,77.47,4.0,15.494,325.374,309.88,4.761904762,15.494,4.2,2019-03-17,2019-03-11,11,7,3,March,1,2019,spring,16:36:00,noon,A,Yangon,Normal,Female,Cash,Home and lifestyle
618-34-8551,93.18,2.0,9.318,195.678,186.36,4.761904762,9.318,8.5,2019-01-16,2019-01-14,3,3,1,January,1,2019,winter,18:41:00,evening,A,Yangon,Normal,Female,Credit card,Sports and travel
257-60-7754,50.23,4.0,10.046,210.966,200.92,4.761904762,10.046,9.0,2019-01-08,2019-01-07,2,2,1,January,1,2019,winter,17:12:00,evening,A,Yangon,Normal,Female,Cash,Electronic accessories
559-61-5987,17.75,1.0,0.8875,18.6375,17.75,4.761904762,0.8875,8.6,2019-01-14,2019-01-14,3,1,1,January,1,2019,winter,10:38:00,morning,B,Mandalay,Normal,Female,Cash,Health and beauty
189-55-2313,62.18,10.0,31.09,652.89,621.8,4.761904762,31.09,6.0,2019-01-31,2019-01-28,5,4,1,January,1,2019,winter,10:33:00,morning,C,Naypyitaw,Normal,Female,Ewallet,Fashion accessories
565-91-4567,10.75,8.0,4.3,90.3,86.0,4.761904762,4.3,6.2,2019-03-15,2019-03-11,11,5,3,March,1,2019,spring,14:38:00,noon,B,Mandalay,Normal,Male,Ewallet,Health and beauty
380-60-5336,40.26,10.0,20.13,422.73,402.6,4.761904762,20.13,5.0,2019-02-24,2019-02-18,8,7,2,February,1,2019,winter,18:06:00,evening,A,Yangon,Normal,Female,Credit card,Electronic accessories
815-04-6282,64.97,5.0,16.2425,341.0925,324.85,4.761904762,16.2425,6.5,2019-02-08,2019-02-04,6,5,2,February,1,2019,winter,12:52:00,noon,C,Naypyitaw,Member,Female,Credit card,Sports and travel
674-56-6360,95.15,1.0,4.7575,99.9075,95.15,4.761904762,4.7575,6.0,2019-03-22,2019-03-18,12,5,3,March,1,2019,spring,14:00:00,noon,A,Yangon,Normal,Male,Cash,Electronic accessories
778-34-2523,48.62,8.0,19.448,408.408,388.96,4.761904762,19.448,5.0,2019-01-24,2019-01-21,4,4,1,January,1,2019,winter,10:57:00,morning,A,Yangon,Member,Female,Cash,Electronic accessories
499-27-7781,53.21,8.0,21.284,446.964,425.68,4.761904762,21.284,5.0,2019-03-14,2019-03-11,11,4,3,March,1,2019,spring,16:45:00,noon,B,Mandalay,Normal,Female,Ewallet,Food and beverages
477-59-2456,45.44,7.0,15.904,333.984,318.08,4.761904762,15.904,9.2,2019-01-23,2019-01-21,4,3,1,January,1,2019,winter,11:15:00,noon,C,Naypyitaw,Normal,Female,Cash,Fashion accessories
832-51-6761,33.88,8.0,13.552,284.592,271.04,4.761904762,13.552,9.6,2019-01-19,2019-01-14,3,6,1,January,1,2019,winter,20:29:00,evening,A,Yangon,Normal,Male,Ewallet,Food and beverages
869-11-3082,96.16,4.0,19.232,403.872,384.64,4.761904762,19.232,8.4,2019-01-27,2019-01-21,4,7,1,January,1,2019,winter,20:03:00,evening,B,Mandalay,Member,Male,Credit card,Health and beauty
190-59-3964,47.16,5.0,11.79,247.59,235.8,4.761904762,11.79,6.0,2019-02-03,2019-01-28,5,7,2,February,1,2019,winter,14:35:00,noon,B,Mandalay,Member,Male,Credit card,Food and beverages
366-43-6862,52.89,4.0,10.578,222.138,211.56,4.761904762,10.578,6.7,2019-03-25,2019-03-25,13,1,3,March,1,2019,spring,16:32:00,noon,B,Mandalay,Normal,Male,Ewallet,Electronic accessories
186-43-8965,47.68,2.0,4.768,100.128,95.36,4.761904762,4.768,4.1,2019-02-24,2019-02-18,8,7,2,February,1,2019,winter,10:10:00,morning,A,Yangon,Member,Female,Credit card,Home and lifestyle
784-21-9238,10.17,1.0,0.5085,10.6785,10.17,4.761904762,0.5085,5.9,2019-02-07,2019-02-04,6,4,2,February,1,2019,winter,14:15:00,noon,C,Naypyitaw,Member,Male,Cash,Sports and travel
276-75-6884,68.71,3.0,10.3065,216.4365,206.13,4.761904762,10.3065,8.7,2019-03-04,2019-03-04,10,1,3,March,1,2019,spring,10:05:00,morning,A,Yangon,Normal,Female,Cash,Health and beauty
109-86-4363,60.08,7.0,21.028,441.588,420.56,4.761904762,21.028,4.5,2019-02-14,2019-02-11,7,4,2,February,1,2019,winter,11:36:00,noon,B,Mandalay,Member,Female,Credit card,Sports and travel
569-76-2760,22.01,4.0,4.402,92.442,88.04,4.761904762,4.402,6.6,2019-01-29,2019-01-28,5,2,1,January,1,2019,winter,18:15:00,evening,A,Yangon,Member,Female,Credit card,Sports and travel
222-42-0244,72.11,9.0,32.4495,681.4395,648.99,4.761904762,32.4495,7.7,2019-01-28,2019-01-28,5,1,1,January,1,2019,winter,13:53:00,noon,B,Mandalay,Member,Female,Credit card,Health and beauty
760-53-9233,41.28,3.0,6.192,130.032,123.84,4.761904762,6.192,8.5,2019-03-26,2019-03-25,13,2,3,March,1,2019,spring,18:37:00,evening,A,Yangon,Member,Male,Credit card,Fashion accessories
538-22-0304,64.95,10.0,32.475,681.975,649.5,4.761904762,32.475,5.2,2019-03-24,2019-03-18,12,7,3,March,1,2019,spring,18:27:00,evening,C,Naypyitaw,Normal,Male,Cash,Electronic accessories
416-17-9926,74.22,10.0,37.11,779.31,742.2,4.761904762,37.11,4.3,2019-01-01,2018-12-31,1,2,1,January,1,2019,winter,14:42:00,noon,A,Yangon,Member,Female,Credit card,Electronic accessories
237-44-6163,10.56,8.0,4.224,88.704,84.48,4.761904762,4.224,7.6,2019-01-24,2019-01-21,4,4,1,January,1,2019,winter,17:43:00,evening,A,Yangon,Normal,Male,Cash,Electronic accessories
636-17-0325,62.57,4.0,12.514,262.794,250.28,4.761904762,12.514,9.5,2019-02-25,2019-02-25,9,1,2,February,1,2019,winter,18:37:00,evening,B,Mandalay,Normal,Male,Cash,Health and beauty
343-75-9322,11.85,8.0,4.74,99.54,94.8,4.761904762,4.74,4.1,2019-01-09,2019-01-07,2,3,1,January,1,2019,winter,16:34:00,noon,B,Mandalay,Member,Female,Cash,Sports and travel
528-14-9470,91.3,1.0,4.565,95.865,91.3,4.761904762,4.565,9.2,2019-02-14,2019-02-11,7,4,2,February,1,2019,winter,14:42:00,noon,A,Yangon,Member,Male,Ewallet,Health and beauty
427-45-9297,40.73,7.0,14.2555,299.3655,285.11,4.761904762,14.2555,5.4,2019-03-12,2019-03-11,11,2,3,March,1,2019,spring,11:01:00,noon,B,Mandalay,Member,Female,Ewallet,Home and lifestyle
807-34-3742,52.38,1.0,2.619,54.999,52.38,4.761904762,2.619,5.8,2019-03-26,2019-03-25,13,2,3,March,1,2019,spring,19:44:00,evening,A,Yangon,Normal,Male,Cash,Fashion accessories
288-62-1085,38.54,5.0,9.635,202.335,192.7,4.761904762,9.635,5.6,2019-01-09,2019-01-07,2,3,1,January,1,2019,winter,13:34:00,noon,A,Yangon,Member,Male,Ewallet,Fashion accessories
670-71-7306,44.63,6.0,13.389,281.169,267.78,4.761904762,13.389,5.1,2019-01-02,2018-12-31,1,3,1,January,1,2019,winter,20:08:00,evening,B,Mandalay,Normal,Male,Credit card,Sports and travel
660-29-7083,55.87,10.0,27.935,586.635,558.7,4.761904762,27.935,5.8,2019-01-15,2019-01-14,3,2,1,January,1,2019,winter,15:01:00,noon,C,Naypyitaw,Normal,Male,Cash,Electronic accessories
271-77-8740,29.22,6.0,8.766,184.086,175.32,4.761904762,8.766,5.0,2019-01-01,2018-12-31,1,2,1,January,1,2019,winter,11:40:00,noon,C,Naypyitaw,Member,Female,Ewallet,Sports and travel
497-36-0989,51.94,3.0,7.791,163.611,155.82,4.761904762,7.791,7.9,2019-02-15,2019-02-11,7,5,2,February,1,2019,winter,15:21:00,noon,A,Yangon,Normal,Male,Cash,Fashion accessories
291-59-1384,60.3,1.0,3.015,63.315,60.3,4.761904762,3.015,6.0,2019-02-28,2019-02-25,9,4,2,February,1,2019,winter,17:38:00,evening,B,Mandalay,Normal,Male,Cash,Electronic accessories
860-73-6466,39.47,2.0,3.947,82.887,78.94,4.761904762,3.947,5.0,2019-03-02,2019-02-25,9,6,3,March,1,2019,spring,16:16:00,noon,A,Yangon,Member,Female,Credit card,Sports and travel
549-23-9016,14.87,2.0,1.487,31.227,29.74,4.761904762,1.487,8.9,2019-02-13,2019-02-11,7,3,2,February,1,2019,winter,18:15:00,evening,C,Naypyitaw,Member,Female,Credit card,Food and beverages
896-34-0956,21.32,1.0,1.066,22.386,21.32,4.761904762,1.066,5.9,2019-01-26,2019-01-21,4,6,1,January,1,2019,winter,12:43:00,noon,A,Yangon,Normal,Male,Cash,Fashion accessories
804-38-3935,93.78,3.0,14.067,295.407,281.34,4.761904762,14.067,5.9,2019-01-30,2019-01-28,5,3,1,January,1,2019,winter,11:32:00,noon,A,Yangon,Member,Male,Credit card,Electronic accessories
585-90-0249,73.26,1.0,3.663,76.923,73.26,4.761904762,3.663,9.7,2019-01-27,2019-01-21,4,7,1,January,1,2019,winter,18:08:00,evening,A,Yangon,Member,Male,Ewallet,Electronic accessories
862-29-5914,22.38,1.0,1.119,23.499,22.38,4.761904762,1.119,8.6,2019-01-30,2019-01-28,5,3,1,January,1,2019,winter,17:08:00,evening,C,Naypyitaw,Normal,Female,Credit card,Sports and travel
845-94-6841,72.88,9.0,32.796,688.716,655.92,4.761904762,32.796,4.0,2019-01-08,2019-01-07,2,2,1,January,1,2019,winter,19:38:00,evening,C,Naypyitaw,Member,Female,Cash,Food and beverages
125-45-2293,99.1,6.0,29.73,624.33,594.6,4.761904762,29.73,4.2,2019-01-19,2019-01-14,3,6,1,January,1,2019,winter,13:11:00,noon,A,Yangon,Normal,Female,Cash,Fashion accessories
843-73-4724,74.1,1.0,3.705,77.805,74.1,4.761904762,3.705,9.2,2019-01-25,2019-01-21,4,5,1,January,1,2019,winter,11:05:00,noon,A,Yangon,Normal,Male,Cash,Fashion accessories
409-33-9708,98.48,2.0,9.848,206.808,196.96,4.761904762,9.848,9.2,2019-02-19,2019-02-18,8,2,2,February,1,2019,winter,10:12:00,morning,A,Yangon,Normal,Female,Ewallet,Fashion accessories
658-66-3967,53.19,7.0,18.6165,390.9465,372.33,4.761904762,18.6165,5.0,2019-01-14,2019-01-14,3,1,1,January,1,2019,winter,15:42:00,noon,C,Naypyitaw,Normal,Male,Ewallet,Health and beauty
866-70-2814,52.79,10.0,26.395,554.295,527.9,4.761904762,26.395,10.0,2019-02-25,2019-02-25,9,1,2,February,1,2019,winter,11:58:00,noon,B,Mandalay,Normal,Female,Ewallet,Electronic accessories
160-22-2687,95.95,5.0,23.9875,503.7375,479.75,4.761904762,23.9875,8.8,2019-01-23,2019-01-21,4,3,1,January,1,2019,winter,14:21:00,noon,A,Yangon,Member,Female,Ewallet,Health and beauty
895-03-6665,36.51,9.0,16.4295,345.0195,328.59,4.761904762,16.4295,4.2,2019-02-16,2019-02-11,7,6,2,February,1,2019,winter,10:52:00,morning,B,Mandalay,Normal,Female,Cash,Fashion accessories
770-42-8960,21.12,8.0,8.448,177.408,168.96,4.761904762,8.448,6.3,2019-01-01,2018-12-31,1,2,1,January,1,2019,winter,19:31:00,evening,B,Mandalay,Normal,Male,Cash,Food and beverages
748-45-2862,28.31,4.0,5.662,118.902,113.24,4.761904762,5.662,8.2,2019-03-07,2019-03-04,10,4,3,March,1,2019,spring,18:35:00,evening,A,Yangon,Member,Female,Cash,Home and lifestyle
234-36-2483,57.59,6.0,17.277,362.817,345.54,4.761904762,17.277,5.1,2019-02-15,2019-02-11,7,5,2,February,1,2019,winter,13:51:00,noon,B,Mandalay,Normal,Male,Cash,Health and beauty
316-66-3011,47.63,9.0,21.4335,450.1035,428.67,4.761904762,21.4335,5.0,2019-01-23,2019-01-21,4,3,1,January,1,2019,winter,12:35:00,noon,A,Yangon,Member,Female,Cash,Food and beverages
848-95-6252,86.27,1.0,4.3135,90.5835,86.27,4.761904762,4.3135,7.0,2019-02-20,2019-02-18,8,3,2,February,1,2019,winter,13:24:00,noon,C,Naypyitaw,Member,Female,Ewallet,Home and lifestyle
840-76-5966,12.76,2.0,1.276,26.796,25.52,4.761904762,1.276,7.8,2019-01-08,2019-01-07,2,2,1,January,1,2019,winter,18:06:00,evening,A,Yangon,Member,Male,Ewallet,Sports and travel
152-03-4217,11.28,9.0,5.076,106.596,101.52,4.761904762,5.076,4.3,2019-03-17,2019-03-11,11,7,3,March,1,2019,spring,11:55:00,noon,B,Mandalay,Normal,Female,Credit card,Home and lifestyle
533-66-5566,51.07,7.0,17.8745,375.3645,357.49,4.761904762,17.8745,7.0,2019-01-12,2019-01-07,2,6,1,January,1,2019,winter,11:42:00,noon,B,Mandalay,Normal,Female,Cash,Home and lifestyle
124-31-1458,79.59,3.0,11.9385,250.7085,238.77,4.761904762,11.9385,6.6,2019-01-08,2019-01-07,2,2,1,January,1,2019,winter,14:30:00,noon,A,Yangon,Member,Female,Cash,Electronic accessories
176-78-1170,33.81,3.0,5.0715,106.5015,101.43,4.761904762,5.0715,7.3,2019-01-26,2019-01-21,4,6,1,January,1,2019,winter,15:11:00,noon,C,Naypyitaw,Member,Male,Ewallet,Health and beauty
361-59-0574,90.53,8.0,36.212,760.452,724.24,4.761904762,36.212,6.5,2019-03-15,2019-03-11,11,5,3,March,1,2019,spring,14:48:00,noon,B,Mandalay,Member,Male,Credit card,Sports and travel
101-81-4070,62.82,2.0,6.282,131.922,125.64,4.761904762,6.282,4.9,2019-01-17,2019-01-14,3,4,1,January,1,2019,winter,12:36:00,noon,C,Naypyitaw,Member,Female,Ewallet,Health and beauty
631-34-1880,24.31,3.0,3.6465,76.5765,72.93,4.761904762,3.6465,4.3,2019-01-08,2019-01-07,2,2,1,January,1,2019,winter,19:09:00,evening,C,Naypyitaw,Member,Male,Credit card,Food and beverages
852-82-2749,64.59,4.0,12.918,271.278,258.36,4.761904762,12.918,9.3,2019-01-06,2018-12-31,1,7,1,January,1,2019,winter,13:35:00,noon,A,Yangon,Normal,Male,Ewallet,Sports and travel
873-14-6353,24.82,7.0,8.687,182.427,173.74,4.761904762,8.687,7.1,2019-02-16,2019-02-11,7,6,2,February,1,2019,winter,10:33:00,morning,A,Yangon,Member,Male,Credit card,Food and beverages
584-66-4073,56.5,1.0,2.825,59.325,56.5,4.761904762,2.825,9.6,2019-03-13,2019-03-11,11,3,3,March,1,2019,spring,15:45:00,noon,C,Naypyitaw,Normal,Male,Ewallet,Fashion accessories
544-55-9589,21.43,10.0,10.715,225.015,214.3,4.761904762,10.715,6.2,2019-01-28,2019-01-28,5,1,1,January,1,2019,winter,11:51:00,noon,B,Mandalay,Member,Female,Cash,Electronic accessories
166-19-2553,89.06,6.0,26.718,561.078,534.36,4.761904762,26.718,9.9,2019-01-18,2019-01-14,3,5,1,January,1,2019,winter,17:26:00,evening,A,Yangon,Member,Male,Cash,Sports and travel
737-88-5876,23.29,4.0,4.658,97.818,93.16,4.761904762,4.658,5.9,2019-03-19,2019-03-18,12,2,3,March,1,2019,spring,11:52:00,noon,A,Yangon,Member,Male,Credit card,Home and lifestyle
154-87-7367,65.26,8.0,26.104,548.184,522.08,4.761904762,26.104,6.3,2019-03-15,2019-03-11,11,5,3,March,1,2019,spring,14:04:00,noon,C,Naypyitaw,Normal,Male,Ewallet,Home and lifestyle
885-56-0389,52.35,1.0,2.6175,54.9675,52.35,4.761904762,2.6175,4.0,2019-02-12,2019-02-11,7,2,2,February,1,2019,winter,17:49:00,evening,C,Naypyitaw,Member,Male,Cash,Fashion accessories
608-05-3804,39.75,1.0,1.9875,41.7375,39.75,4.761904762,1.9875,6.1,2019-02-25,2019-02-25,9,1,2,February,1,2019,winter,20:19:00,evening,B,Mandalay,Member,Male,Cash,Electronic accessories
448-61-3783,90.02,8.0,36.008,756.168,720.16,4.761904762,36.008,4.5,2019-03-21,2019-03-18,12,4,3,March,1,2019,spring,16:08:00,noon,A,Yangon,Normal,Female,Credit card,Electronic accessories
761-49-0439,12.1,8.0,4.84,101.64,96.8,4.761904762,4.84,8.6,2019-01-19,2019-01-14,3,6,1,January,1,2019,winter,10:17:00,morning,B,Mandalay,Member,Female,Ewallet,Electronic accessories
490-95-0021,33.21,10.0,16.605,348.705,332.1,4.761904762,16.605,6.0,2019-01-08,2019-01-07,2,2,1,January,1,2019,winter,14:25:00,noon,B,Mandalay,Member,Female,Ewallet,Food and beverages
